,Year,State,State_Minimum_Wage
1140,2013,PA,7.25
1141,2013,RI,7.75
1142,2013,SC,7.25
1143,2013,SD,7.25
1144,2013,TN,7.25
1145,2013,TX,7.25
1146,2013,UT,7.25
1147,2013,VA,7.25
1148,2013,WA,9.19
1149,2013,WI,7.25
1150,2013,WV,7.25
1151,2013,WY,5.15
1152,2014,AL,7.25
1153,2014,AR,6.25
1154,2014,AZ,7.9
1155,2014,CA,9.0
1156,2014,CO,8.0
1157,2014,CT,8.7
1158,2014,DE,7.75
1159,2014,FL,7.93
1160,2014,GA,5.15
1161,2014,HI,7.25
1162,2014,IA,7.25
1163,2014,ID,7.25
1164,2014,IL,8.25
1165,2014,IN,7.25
1166,2014,KS,7.25
1167,2014,KY,7.25
1168,2014,LA,7.25
1169,2014,MA,8.0
1170,2014,MD,7.25
1171,2014,ME,7.5
1172,2014,MI,8.15
1173,2014,MN,6.5
1174,2014,MO,7.5
1175,2014,MS,7.25
1176,2014,MT,7.9
1177,2014,NC,7.25
1178,2014,ND,7.25
1179,2014,NE,7.25
1180,2014,NH,7.25
1181,2014,NJ,8.25
1182,2014,NM,7.5
1183,2014,NV,7.25
1184,2014,NY,8.0
1185,2014,OH,7.25
1186,2014,OK,2.0
1187,2014,OR,9.1
1188,2014,PA,7.25
1189,2014,RI,8.0
1190,2014,SC,7.25
1191,2014,SD,7.25
1192,2014,TN,7.25
1193,2014,TX,7.25
1194,2014,UT,7.25
1195,2014,VA,7.25
1196,2014,WA,9.32
1197,2014,WI,7.25
1198,2014,WV,7.25
1199,2014,WY,5.15
1200,2015,AL,7.25
1201,2015,AR,7.5
1202,2015,AZ,8.05
1203,2015,CA,9.0
1204,2015,CO,8.23
1205,2015,CT,9.15
1206,2015,DE,8.25
1207,2015,FL,8.05
1208,2015,GA,5.15
1209,2015,HI,7.75
1210,2015,IA,7.25
1211,2015,ID,7.25
1212,2015,IL,8.25
1213,2015,IN,7.25
1214,2015,KS,7.25
1215,2015,KY,7.25
1216,2015,LA,7.25
1217,2015,MA,9.0
1218,2015,MD,8.25
1219,2015,ME,7.5
1220,2015,MI,8.15
1221,2015,MN,7.25
1222,2015,MO,7.65
1223,2015,MS,7.25
1224,2015,MT,8.05
1225,2015,NC,7.25
1226,2015,ND,7.25
1227,2015,NE,8.0
1228,2015,NH,7.25
1229,2015,NJ,8.38
1230,2015,NM,7.5
1231,2015,NV,7.25
1232,2015,NY,8.75
1233,2015,OH,7.25
1234,2015,OK,2.0
1235,2015,OR,9.25
1236,2015,PA,7.25
1237,2015,RI,9.0
1238,2015,SC,7.25
1239,2015,SD,8.5
1240,2015,TN,7.25
1241,2015,TX,7.25
1242,2015,UT,7.25
1243,2015,VA,7.25
1244,2015,WA,9.47
1245,2015,WI,7.25
1246,2015,WV,8.0
1247,2015,WY,5.15
1248,2016,AL,7.25
1249,2016,AR,8.0
1250,2016,AZ,8.05
1251,2016,CA,10.0
1252,2016,CO,8.31
1253,2016,CT,9.6
1254,2016,DE,8.25
1255,2016,FL,8.05
1256,2016,GA,5.15
1257,2016,HI,8.5
1258,2016,IA,7.25
1259,2016,ID,7.25
1260,2016,IL,8.25
1261,2016,IN,7.25
1262,2016,KS,7.25
1263,2016,KY,7.25
1264,2016,LA,7.25
1265,2016,MA,10.0
1266,2016,MD,8.75
1267,2016,ME,7.5
1268,2016,MI,8.5
1269,2016,MN,7.25
1270,2016,MO,7.65
1271,2016,MS,7.25
1272,2016,MT,8.05
1273,2016,NC,7.25
1274,2016,ND,7.25
1275,2016,NE,9.0
1276,2016,NH,7.25
1277,2016,NJ,8.38
1278,2016,NM,7.5
1279,2016,NV,7.25
1280,2016,NY,9.0
1281,2016,OH,7.25
1282,2016,OK,2.0
1283,2016,OR,9.75
1284,2016,PA,7.25
1285,2016,RI,9.6
1286,2016,SC,7.25
1287,2016,SD,8.55
1288,2016,TN,7.25
1289,2016,TX,7.25
1290,2016,UT,7.25
1291,2016,VA,7.25
1292,2016,WA,9.47
1293,2016,WI,7.25
1294,2016,WV,8.75
1295,2016,WY,5.15
1296,2017,AL,7.25
1297,2017,AR,8.5
1298,2017,AZ,10.0
1299,2017,CA,10.0
1300,2017,CO,9.3
1301,2017,CT,10.1
1302,2017,DE,8.25
1303,2017,FL,8.1
1304,2017,GA,5.15
1305,2017,HI,9.25
1306,2017,IA,7.25
1307,2017,ID,7.25
1308,2017,IL,8.25
1309,2017,IN,7.25
1310,2017,KS,7.25
1311,2017,KY,7.25
1312,2017,LA,7.25
1313,2017,MA,11.0
1314,2017,MD,8.75
1315,2017,ME,9.0
1316,2017,MI,8.9
1317,2017,MN,7.75
1318,2017,MO,7.7
1319,2017,MS,7.25
1320,2017,MT,8.15
1321,2017,NC,7.25
1322,2017,ND,7.25
1323,2017,NE,9.0
1324,2017,NH,7.25
1325,2017,NJ,8.44
1326,2017,NM,7.5
1327,2017,NV,7.25
1328,2017,NY,9.7
1329,2017,OH,8.15
1330,2017,OK,2.0
1331,2017,OR,9.75
1332,2017,PA,7.25
1333,2017,RI,9.6
1334,2017,SC,7.25
1335,2017,SD,8.65
1336,2017,TN,7.25
1337,2017,TX,7.25
1338,2017,UT,7.25
1339,2017,VA,7.25
1340,2017,WA,11.0
1341,2017,WI,7.25
1342,2017,WV,8.75
1343,2017,WY,5.15
1344,2018,AL,7.25
1345,2018,AR,8.5
1346,2018,AZ,10.5
1347,2018,CA,11.0
1348,2018,CO,10.2
1349,2018,CT,10.1
1350,2018,DE,8.25
1351,2018,FL,8.25
1352,2018,GA,5.15
1353,2018,HI,10.1
1354,2018,IA,7.25
1355,2018,ID,7.25
1356,2018,IL,8.25
1357,2018,IN,7.25
1358,2018,KS,7.25
1359,2018,KY,7.25
1360,2018,LA,7.25
1361,2018,MA,11.0
1362,2018,MD,10.1
1363,2018,ME,10.0
1364,2018,MI,9.25
1365,2018,MN,8.04
1366,2018,MO,7.85
1367,2018,MS,7.25
1368,2018,MT,8.3
1369,2018,NC,7.25
1370,2018,ND,7.25
1371,2018,NE,9.0
1372,2018,NH,7.25
1373,2018,NJ,8.6
1374,2018,NM,7.5
1375,2018,NV,7.25
1376,2018,NY,10.4
1377,2018,OH,8.3
1378,2018,OK,2.0
1379,2018,OR,10.75
1380,2018,PA,7.25
1381,2018,RI,10.1
1382,2018,SC,7.25
1383,2018,SD,8.85
1384,2018,TN,7.25
1385,2018,TX,7.25
1386,2018,UT,7.25
1387,2018,VA,7.25
1388,2018,WA,11.5
1389,2018,WI,7.25
1390,2018,WV,8.75
1391,2018,WY,5.15
1392,2019,AL,7.25
1393,2019,AR,9.25
1394,2019,AZ,12.0
1395,2019,CA,12.0
1396,2019,CO,12.0
1397,2019,CT,11.0
1398,2019,DE,9.25
1399,2019,FL,8.56
1400,2019,GA,5.15
1401,2019,HI,10.1
1402,2019,IA,7.25
1403,2019,ID,7.25
1404,2019,IL,9.25
1405,2019,IN,7.25
1406,2019,KS,7.25
1407,2019,KY,7.25
1408,2019,LA,7.25
1409,2019,MA,12.75
1410,2019,MD,11.0
1411,2019,ME,12.0
1412,2019,MI,9.65
1413,2019,MN,8.15
1414,2019,MO,9.45
1415,2019,MS,7.25
1416,2019,MT,8.65
1417,2019,NC,7.25
1418,2019,ND,7.25
1419,2019,NE,9.0
1420,2019,NH,7.25
1421,2019,NJ,11.0
1422,2019,NM,9.0
1423,2019,NV,7.25
1424,2019,NY,11.8
1425,2019,OH,8.7
1426,2019,OK,2.0
1427,2019,OR,11.25
1428,2019,PA,7.25
1429,2019,RI,10.5
1430,2019,SC,7.25
1431,2019,SD,9.3
1432,2019,TN,7.25
1433,2019,TX,7.25
1434,2019,UT,7.25
1435,2019,VA,7.25
1436,2019,WA,13.5
1437,2019,WI,7.25
1438,2019,WV,8.75
1439,2019,WY,5.15
1440,2020,AL,7.25
1441,2020,AR,10.0
1442,2020,AZ,12.0
1443,2020,CA,13.0
1444,2020,CO,12.0
1445,2020,CT,11.0
1446,2020,DE,9.25
1447,2020,FL,8.56
1448,2020,GA,5.15
1449,2020,HI,10.1
1450,2020,IA,7.25
1451,2020,ID,7.25
1452,2020,IL,9.25
1453,2020,IN,7.25
1454,2020,KS,7.25
1455,2020,KY,7.25
1456,2020,LA,7.25
1457,2020,MA,12.75
1458,2020,MD,11.0
1459,2020,ME,12.0
1460,2020,MI,9.65
1461,2020,MN,8.15
1462,2020,MO,9.45
1463,2020,MS,7.25
1464,2020,MT,8.65
1465,2020,NC,7.25
1466,2020,ND,7.25
1467,2020,NE,9.0
1468,2020,NH,7.25
1469,2020,NJ,11.0
1470,2020,NM,9.0
1471,2020,NV,7.25
1472,2020,NY,11.8
1473,2020,OH,8.7
1474,2020,OK,2.0
1475,2020,OR,11.25
1476,2020,PA,7.25
1477,2020,RI,10.5
1478,2020,SC,7.25
1479,2020,SD,9.3
1480,2020,TN,7.25
1481,2020,TX,7.25
1482,2020,UT,7.25
1483,2020,VA,7.25
1484,2020,WA,13.5
1485,2020,WI,7.25
1486,2020,WV,8.75
1487,2020,WY,5.15
1488,2021,AL,7.25
1489,2021,AR,11.0
1490,2021,AZ,12.15
1491,2021,CA,14.0
1492,2021,CO,12.32
1493,2021,CT,13.0
1494,2021,DE,9.25
1495,2021,FL,10.0
1496,2021,GA,7.25
1497,2021,HI,10.1
1498,2021,IA,7.25
1499,2021,ID,7.25
1500,2021,IL,11.0
1501,2021,IN,7.25
1502,2021,KS,7.25
1503,2021,KY,7.25
1504,2021,LA,7.25
1505,2021,MA,13.5
1506,2021,MD,11.75
1507,2021,ME,12.15
1508,2021,MI,9.65
1509,2021,MN,8.21
1510,2021,MO,10.3
1511,2021,MS,7.25
1512,2021,MT,8.75
1513,2021,NC,7.25
1514,2021,ND,7.25
1515,2021,NE,9.0
1516,2021,NH,7.25
1517,2021,NJ,12.0
1518,2021,NM,10.5
1519,2021,NV,8.75
1520,2021,NY,12.5
1521,2021,OH,7.25
1522,2021,OK,7.25
1523,2021,OR,12.75
1524,2021,PA,7.25
1525,2021,RI,11.5
1526,2021,SC,7.25
1527,2021,SD,9.45
1528,2021,TN,7.25
1529,2021,TX,7.25
1530,2021,UT,7.25
1531,2021,VA,9.5
1532,2021,WA,13.69
1533,2021,WI,7.25
1534,2021,WV,7.25
1535,2021,WY,7.25
1536,2022,AL,7.25
1537,2022,AR,11.0
1538,2022,AZ,12.8
1539,2022,CA,15.0
1540,2022,CO,12.56
1541,2022,CT,14.0
1542,2022,DE,10.5
1543,2022,FL,11.0
1544,2022,GA,7.25
1545,2022,HI,10.1
1546,2022,IA,7.25
1547,2022,ID,7.25
1548,2022,IL,12.0
1549,2022,IN,7.25
1550,2022,KS,7.25
1551,2022,KY,7.25
1552,2022,LA,7.25
1553,2022,MA,14.25
1554,2022,MD,12.5
1555,2022,ME,12.75
1556,2022,MI,9.87
1557,2022,MN,8.42
1558,2022,MO,11.15
1559,2022,MS,7.25
1560,2022,MT,9.2
1561,2022,NC,7.25
1562,2022,ND,7.25
1563,2022,NE,9.0
1564,2022,NH,7.25
1565,2022,NJ,11.9
1566,2022,NM,11.5
1567,2022,NV,9.5
1568,2022,NY,13.2
1569,2022,OH,7.25
1570,2022,OK,7.25
1571,2022,OR,13.5
1572,2022,PA,7.25
1573,2022,RI,12.25
1574,2022,SC,7.25
1575,2022,SD,9.95
1576,2022,TN,7.25
1577,2022,TX,7.25
1578,2022,UT,7.25
1579,2022,VA,11.0
1580,2022,WA,14.49
1581,2022,WI,7.25
1582,2022,WV,7.25
1583,2022,WY,7.25
